pok_chapter,pok_section,pok_subsection,pok_detail,pok_subdetail,pok_extra,type,level,name,description,page,sequence
08 Openings,Pockets,Horizontal pockets,Pocket openings,Afterthought pocket,,subdetail,5,Afterthought pocket,"08 Openings, Pockets, Horizontal pockets, Pocket openings, Afterthought pocket",144,583
08 Openings,Pockets,Horizontal pockets,Pocket openings,In-process opening,,subdetail,5,In-process opening,"08 Openings, Pockets, Horizontal pockets, Pocket openings, In-process opening",144,584
08 Openings,Pockets,Horizontal pockets,Horizontal pocket edges,,,detail,4,Horizontal pocket edges,"08 Openings, Pockets, Horizontal pockets, Horizontal pocket edges",144,585
08 Openings,Pockets,Horizontal pockets,Horizontal pocket edges,Cast-off edge,,subdetail,5,Cast-off edge,"08 Openings, Pockets, Horizontal pockets, Horizontal pocket edges, Cast-off edge",144,586
08 Openings,Pockets,Horizontal pockets,Horizontal pocket edges,Pocket borders,,subdetail,5,Pocket borders,"08 Openings, Pockets, Horizontal pockets, Horizontal pocket edges, Pocket borders",144,587
08 Openings,Pockets,Horizontal pockets,Horizontal pocket edges,Pocket borders,Border below opening,extra,6,Border below opening,"08 Openings, Pockets, Horizontal pockets, Horizontal pocket edges, Pocket borders, Border below opening",144,588
08 Openings,Pockets,Horizontal pockets,Horizontal pocket edges,Pocket borders,Extended border,extra,6,Extended border,"08 Openings, Pockets, Horizontal pockets, Horizontal pocket edges, Pocket borders, Extended border",144,589
08 Openings,Pockets,Horizontal pockets,Horizontal pocket edges,Crochet border,,subdetail,5,Crochet border,"08 Openings, Pockets, Horizontal pockets, Horizontal pocket edges, Crochet border",145,590
08 Openings,Pockets,Horizontal pockets,Horizontal pocket edges,Hemmed pocket edge,,subdetail,5,Hemmed pocket edge,"08 Openings, Pockets, Horizontal pockets, Horizontal pocket edges, Hemmed pocket edge",145,591
08 Openings,Pockets,Horizontal pockets,Pocket linings,,,detail,4,Pocket linings,"08 Openings, Pockets, Horizontal pockets, Pocket linings",145,592
08 Openings,Pockets,Horizontal pockets,Pocket linings,Half lining,,subdetail,5,Half lining,"08 Openings, Pockets, Horizontal pockets, Pocket linings, Half lining",145,593
08 Openings,Pockets,Horizontal pockets,Pocket linings,Full lining worked flat,,subdetail,5,Full lining worked flat,"08 Openings, Pockets, Horizontal pockets, Pocket linings, Full lining worked flat",146,594
08 Openings,Pockets,Horizontal pockets,Pocket linings,Full lining in the round,,subdetail,5,Full lining in the round,"08 Openings, Pockets, Horizontal pockets, Pocket linings, Full lining in the round",146,595
08 Openings,Pockets,Horizontal pockets,Pocket linings,Reducing bulk of linings,,subdetail,5,Reducing bulk of linings,"08 Openings, Pockets, Horizontal pockets, Pocket linings, Reducing bulk of linings",146,596
08 Openings,Pockets,Horizontal pockets,Pocket linings,Reducing bulk of linings,For half lining,extra,6,For half lining,"08 Openings, Pockets, Horizontal pockets, Pocket linings, Reducing bulk of linings, For half lining",147,597
08 Openings,Pockets,Horizontal pockets,Pocket linings,Reducing bulk of linings,For full lining,extra,6,For full lining,"08 Openings, Pockets, Horizontal pockets, Pocket linings, Reducing bulk of linings, For full lining",147,598
08 Openings,Pockets,Horizontal pockets,Pocket linings,Woven fabric linings,,subdetail,5,Woven fabric linings,"08 Openings, Pockets, Horizontal pockets, Pocket linings, Woven fabric linings",147,599
08 Openings,Pockets,Horizontal pockets,Pocket linings,Woven fabric linings,Woven half lining,extra,6,Woven half lining,"08 Openings, Pockets, Horizontal pockets, Pocket linings, Woven fabric linings, Woven half lining",147,600
08 Openings,Pockets,Horizontal pockets,Pocket linings,Woven fabric linings,Woven full lining,extra,6,Woven full lining,"08 Openings, Pockets, Horizontal pockets, Pocket linings, Woven fabric linings, Woven full lining",147,601
08 Openings,Pockets,Horizontal pockets,Pocket flaps,,,detail,4,Pocket flaps,"08 Openings, Pockets, Horizontal pockets, Pocket flaps",147,602
08 Openings,Pockets,Vertical or sloped pockets,,,,subsection,3,Vertical or sloped pockets,"08 Openings, Pockets, Vertical or sloped pockets",147,603
08 Openings,Pockets,Vertical or sloped pockets,Making a sloped pocket opening,,,detail,4,Making a sloped pocket opening,"08 Openings, Pockets, Vertical or sloped pockets, Making a sloped pocket opening",148,604
08 Openings,Pockets,Vertical or sloped pockets,Making a sloped pocket opening,The facing side,,subdetail,5,The facing side,"08 Openings, Pockets, Vertical or sloped pockets, Making a sloped pocket opening, The facing side",148,605
08 Openings,Pockets,Vertical or sloped pockets,Making a sloped pocket opening,The lining side,,subdetail,5,The lining side,"08 Openings, Pockets, Vertical or sloped pockets, Making a sloped pocket opening, The lining side",148,606
08 Openings,Pockets,Vertical or sloped pockets,Making a sloped pocket opening,To complete pocket,,subdetail,5,To complete pocket,"08 Openings, Pockets, Vertical or sloped pockets, Making a sloped pocket opening, To complete pocket",148,607
08 Openings,Pockets,Vertical or sloped pockets,Vertical pocket edges,,,detail,4,Vertical pocket edges,"08 Openings, Pockets, Vertical or sloped pockets, Vertical pocket edges",149,608
08 Openings,Pockets,Vertical or sloped pockets,Woven fabric lining for vertical edge,,,detail,4,Woven fabric lining for vertical edge,"08 Openings, Pockets, Vertical or sloped pockets, Woven fabric lining for vertical edge",149,609
"09 Hems, facings, pleats and tucks",,,,,,chapter,1,"09 Hems, facings, pleats and tucks","09 Hems, facings, pleats and tucks",150,610
"09 Hems, facings, pleats and tucks",Hems and facings,,,,,section,2,Hems and facings,"09 Hems, facings, pleats and tucks, Hems and facings",150,611
"09 Hems, facings, pleats and tucks",Hems and facings,Hems,,,,subsection,3,Hems,"09 Hems, facings, pleats and tucks, Hems and facings, Hems",151,612
"09 Hems, facings, pleats and tucks",Hems and facings,Hems,Horizontal foldlines,,,detail,4,Horizontal foldlines,"09 Hems, facings, pleats and tucks, Hems and facings, Hems, Horizontal foldlines",151,613
"09 Hems, facings, pleats and tucks",Hems and facings,Hems,Horizontal foldlines,Rounded horizontal fold,,subdetail,5,Rounded horizontal fold,"09 Hems, facings, pleats and tucks, Hems and facings, Hems, Horizontal foldlines, Rounded horizontal fold",151,614
"09 Hems, facings, pleats and tucks",Hems and facings,Hems,Horizontal foldlines,Twist stitch foldline,,subdetail,5,Twist stitch foldline,"09 Hems, facings, pleats and tucks, Hems and facings, Hems, Horizontal foldlines, Twist stitch foldline",151,615
"09 Hems, facings, pleats and tucks",Hems and facings,Hems,Horizontal foldlines,Purl foldline,,subdetail,5,Purl foldline,"09 Hems, facings, pleats and tucks, Hems and facings, Hems, Horizontal foldlines, Purl foldline",151,616
"09 Hems, facings, pleats and tucks",Hems and facings,Hems,Horizontal foldlines,Picot foldline,,subdetail,5,Picot foldline,"09 Hems, facings, pleats and tucks, Hems and facings, Hems, Horizontal foldlines, Picot foldline",152,617
"09 Hems, facings, pleats and tucks",Hems and facings,Hems,Horizontal foldlines,Picot foldline,Flat picot foldline,extra,6,Flat picot foldline,"09 Hems, facings, pleats and tucks, Hems and facings, Hems, Horizontal foldlines, Picot foldline, Flat picot foldline",152,618
"09 Hems, facings, pleats and tucks",Hems and facings,Hems,Horizontal foldlines,Picot foldline,Circular picot foldline,extra,6,Circular picot foldline,"09 Hems, facings, pleats and tucks, Hems and facings, Hems, Horizontal foldlines, Picot foldline, Circular picot foldline",152,619
"09 Hems, facings, pleats and tucks",Hems and facings,Hems,Horizontal foldlines,Picot foldline,Spaced picot foldline,extra,6,Spaced picot foldline,"09 Hems, facings, pleats and tucks, Hems and facings, Hems, Horizontal foldlines, Picot foldline, Spaced picot foldline",152,620
"09 Hems, facings, pleats and tucks",Hems and facings,Hems,Horizontal foldlines,Horizontal chain foldline,,subdetail,5,Horizontal chain foldline,"09 Hems, facings, pleats and tucks, Hems and facings, Hems, Horizontal foldlines, Horizontal chain foldline",152,621
"09 Hems, facings, pleats and tucks",Hems and facings,Hems,Vertical foldlines,,,detail,4,Vertical foldlines,"09 Hems, facings, pleats and tucks, Hems and facings, Hems, Vertical foldlines",152,622
"09 Hems, facings, pleats and tucks",Hems and facings,Hems,Vertical foldlines,Rounded vertical fold,,subdetail,5,Rounded vertical fold,"09 Hems, facings, pleats and tucks, Hems and facings, Hems, Vertical foldlines, Rounded vertical fold",152,623
"09 Hems, facings, pleats and tucks",Hems and facings,Hems,Vertical foldlines,Slip-stitch foldline,,subdetail,5,Slip-stitch foldline,"09 Hems, facings, pleats and tucks, Hems and facings, Hems, Vertical foldlines, Slip-stitch foldline",152,624
"09 Hems, facings, pleats and tucks",Hems and facings,Hems,Vertical foldlines,Beaded slip-stitch foldline,,subdetail,5,Beaded slip-stitch foldline,"09 Hems, facings, pleats and tucks, Hems and facings, Hems, Vertical foldlines, Beaded slip-stitch foldline",152,625
"09 Hems, facings, pleats and tucks",Hems and facings,Hems,Vertical foldlines,Crossed stitch foldline,,subdetail,5,Crossed stitch foldline,"09 Hems, facings, pleats and tucks, Hems and facings, Hems, Vertical foldlines, Crossed stitch foldline",153,626
"09 Hems, facings, pleats and tucks",Hems and facings,Hems,Vertical foldlines,,Crossed stitch foldline at right edge,extra,6,Crossed stitch foldline at right edge,"09 Hems, facings, pleats and tucks, Hems and facings, Hems, Vertical foldlines, Crossed stitch foldline at right edge",153,627
"09 Hems, facings, pleats and tucks",Hems and facings,Hems,Vertical foldlines,,Crossed stitch foldline at left edge,extra,6,Crossed stitch foldline at left edge,"09 Hems, facings, pleats and tucks, Hems and facings, Hems, Vertical foldlines, Crossed stitch foldline at left edge",153,628
"09 Hems, facings, pleats and tucks",Hems and facings,Facings,,,,subsection,3,Facings,"09 Hems, facings, pleats and tucks, Hems and facings, Facings",153,629
"09 Hems, facings, pleats and tucks",Hems and facings,Facings,Knitted straight or contoured facings,,,detail,4,Knitted straight or contoured facings,"09 Hems, facings, pleats and tucks, Hems and facings, Facings, Knitted straight or contoured facings",153,630
"09 Hems, facings, pleats and tucks",Hems and facings,Facings,Knitted straight or contoured facings,Straight facings,,subdetail,5,Straight facings,"09 Hems, facings, pleats and tucks, Hems and facings, Facings, Knitted straight or contoured facings, Straight facings",153,631
"09 Hems, facings, pleats and tucks",Hems and facings,Facings,Knitted straight or contoured facings,Contoured facings,,subdetail,5,Contoured facings,"09 Hems, facings, pleats and tucks, Hems and facings, Facings, Knitted straight or contoured facings, Contoured facings",153,632
"09 Hems, facings, pleats and tucks",Hems and facings,Facings,Knitted straight or contoured facings,Contoured facings,Wide curved facing,extra,6,Wide curved facing,"09 Hems, facings, pleats and tucks, Hems and facings, Facings, Knitted straight or contoured facings, Contoured facings, Wide curved facing",154,633
"09 Hems, facings, pleats and tucks",Hems and facings,Facings,Knitted straight or contoured facings,Contoured facings,Regauged facing,extra,6,Regauged facing,"09 Hems, facings, pleats and tucks, Hems and facings, Facings, Knitted straight or contoured facings, Contoured facings, Regauged facing",154,634
"09 Hems, facings, pleats and tucks",Hems and facings,Facings,Knitted straight or contoured facings,Contoured facings,Short row facing,extra,6,Short row facing,"09 Hems, facings, pleats and tucks, Hems and facings, Facings, Knitted straight or contoured facings, Contoured facings, Short row facing",154,635
"09 Hems, facings, pleats and tucks",Hems and facings,Facings,Knitted straight or contoured facings,Facings on picked-up stitches,,subdetail,5,Facings on picked-up stitches,"09 Hems, facings, pleats and tucks, Hems and facings, Facings, Knitted straight or contoured facings, Facings on picked-up stitches",154,636
"09 Hems, facings, pleats and tucks",Hems and facings,Facings,Knitted bias facings,,,detail,4,Knitted bias facings,"09 Hems, facings, pleats and tucks, Hems and facings, Facings, Knitted bias facings",155,637
"09 Hems, facings, pleats and tucks",Hems and facings,Facings,Knitted bias facings,Single bias facing,,subdetail,5,Single bias facing,"09 Hems, facings, pleats and tucks, Hems and facings, Facings, Knitted bias facings, Single bias facing",155,638
